ENTIDAD|NOMBRE ENTIDAD|DISTRITO|MUNICIPIO|NOMBRE MUNICIPIO|SECCION|TIPO
4|CAMPECHE|2|10|CANDELARIA|536|RURAL
4|CAMPECHE|2|10|CANDELARIA|537|RURAL
4|CAMPECHE|2|13|SEYBAPLAYA|320|MIXTO(A)
4|CAMPECHE|2|13|SEYBAPLAYA|321|URBANO(A)
4|CAMPECHE|2|13|SEYBAPLAYA|322|URBANO(A)
4|CAMPECHE|2|13|SEYBAPLAYA|323|MIXTO(A)
4|CAMPECHE|2|13|SEYBAPLAYA|324|URBANO(A)
4|CAMPECHE|2|13|SEYBAPLAYA|325|URBANO(A)
4|CAMPECHE|2|13|SEYBAPLAYA|326|RURAL
4|CAMPECHE|2|13|SEYBAPLAYA|327|MIXTO(A)
4|CAMPECHE|2|13|SEYBAPLAYA|328|MIXTO(A)
